Månad,Dag,Timme,Årstimme,Meteonorm Lkp Utetemp (grad C),Meteonorm Lkp Utetemp heltal (grad C),SMHI Lkp 2015 Utetemp (grad C),SMHI Lkp 2015 Utetemp heltal (grad C),SMHI Lkp 2013 Utetemp (grad C),SMHI Lkp 2013 Utetemp heltal (grad C),SMHI Lkp 2010 Utetemp (grad C),SMHI Lkp 2010 Utetemp heltal (grad C)
6,16,12,3996,16.1, 16    , 16.30    , 16    ,15.7,16, 18.60    , 19    
6,16,13,3997,17.3, 17    , 16.70    , 17    ,16.1,16, 18.80    , 19    
6,16,14,3998,18, 18    , 17.30    , 17    ,16.1,16, 19.10    , 19    
6,16,15,3999,19.3, 19    , 17.40    , 17    ,12.9,13, 19.60    , 20    
6,16,16,4000,19.7, 20    , 17.30    , 17    ,14.3,14, 19.50    , 20    
6,16,17,4001,19.7, 20    , 17.40    , 17    ,14.8,15, 19.20    , 19    
6,16,18,4002,18.8, 19    , 17.10    , 17    ,11,11, 19.00    , 19    
6,16,19,4003,18, 18    , 16.20    , 16    ,11,11, 17.70    , 18    
6,16,20,4004,17.2, 17    , 14.10    , 14    ,10.6,11, 16.30    , 16    
6,16,21,4005,16.5, 17    , 12.90    , 13    ,10.2,10, 15.30    , 15    
6,16,22,4006,15.6, 16    , 11.60    , 12    ,10.1,10, 13.70    , 14    
6,16,23,4007,14.7, 15    , 8.20    , 8    ,9.7,10, 11.70    , 12    
6,16,24,4008,13.9, 14    , 7.60    , 8    ,9.7,10, 9.60    , 10    
6,17,1,4009,12.9, 13    , 6.00    , 6    ,9,9, 10.70    , 11    
6,17,2,4010,11.9, 12    , 5.60    , 6    ,9.6,10, 9.70    , 10    
6,17,3,4011,10.9, 11    , 5.40    , 5    ,9.7,10, 9.10    , 9    
6,17,4,4012,10.3, 10    , 5.10    , 5    ,9.6,10, 9.10    , 9    
6,17,5,4013,11.1, 11    , 6.50    , 7    ,9.5,10, 10.10    , 10    
6,17,6,4014,11.8, 12    , 9.10    , 9    ,11,11, 12.10    , 12    
6,17,7,4015,12.4, 12    , 10.80    , 11    ,12.7,13, 13.00    , 13    
6,17,8,4016,13, 13    , 12.30    , 12    ,12.9,13, 14.80    , 15    
6,17,9,4017,13.6, 14    , 14.40    , 14    ,12.5,13, 15.60    , 16    
6,17,10,4018,14.2, 14    , 15.60    , 16    ,14,14, 17.10    , 17    
6,17,11,4019,14.7, 15    , 15.60    , 16    ,15.8,16, 18.60    , 19    
6,17,12,4020,15.1, 15    , 15.40    , 15    ,17.4,17, 19.50    , 20    
6,17,13,4021,15.6, 16    , 14.60    , 15    ,18.6,19, 20.20    , 20    
6,17,14,4022,15.9, 16    , 14.30    , 14    ,19.5,20, 20.50    , 21    
6,17,15,4023,16.1, 16    , 14.00    , 14    ,19.8,20, 21.00    , 21    
6,17,16,4024,16, 16    , 10.90    , 11    ,20.3,20, 21.10    , 21    
6,17,17,4025,16.2, 16    , 9.10    , 9    ,20.3,20, 21.20    , 21    
6,17,18,4026,15.9, 16    , 8.80    , 9    ,20.5,21, 20.80    , 21    
6,17,19,4027,15.6, 16    , 9.10    , 9    ,20,20, 20.60    , 21    
6,17,20,4028,15.1, 15    , 9.40    , 9    ,19,19, 18.20    , 18    
6,17,21,4029,14.6, 15    , 9.50    , 10    ,17.2,17, 16.40    , 16    
6,17,22,4030,14, 14    , 9.70    , 10    ,14.6,15, 14.50    , 15    
6,17,23,4031,13.5, 14    , 9.90    , 10    ,15.3,15, 15.60    , 16    
6,17,24,4032,13, 13    , 10.20    , 10    ,14.1,14, 13.80    , 14    
6,18,1,4033,12.8, 13    , 10.50    , 11    ,13,13, 12.20    , 12    
6,18,2,4034,12.6, 13    , 10.70    , 11    ,12.6,13, 12.00    , 12    
6,18,3,4035,12.4, 12    , 11.10    , 11    ,11.1,11, 11.30    , 11    
6,18,4,4036,12.6, 13    , 10.90    , 11    ,11.3,11, 10.50    , 11    
6,18,5,4037,13, 13    , 10.90    , 11    ,11.8,12, 10.90    , 11    
6,18,6,4038,13.6, 14    , 11.10    , 11    ,13.8,14, 11.90    , 12    
6,18,7,4039,14.2, 14    , 11.40    , 11    ,14.9,15, 12.50    , 13    
6,18,8,4040,15.1, 15    , 12.30    , 12    ,15.9,16,, 13    
6,18,9,4041,15.9, 16    , 13.50    , 14    ,17,17, 13.40    , 13    
6,18,10,4042,16.6, 17    , 13.20    , 13    ,18.6,19, 15.10    , 15    
6,18,11,4043,17.3, 17    , 12.60    , 13    ,18.9,19, 17.10    , 17    
6,18,12,4044,17.9, 18    , 13.20    , 13    ,19.2,19, 16.00    , 16    
6,18,13,4045,18.4, 18    , 13.60    , 14    ,19.7,20, 14.50    , 15    
6,18,14,4046,18.7, 19    , 14.00    , 14    ,20.5,21, 16.60    , 17    
6,18,15,4047,18.9, 19    , 13.70    , 14    ,21.1,21, 16.00    , 16    
6,18,16,4048,18.9, 19    , 14.10    , 14    ,22,22, 15.50    , 16    
6,18,17,4049,18.7, 19    , 13.60    , 14    ,21.9,22, 14.30    , 14    
6,18,18,4050,18.4, 18    , 13.10    , 13    ,21.6,22, 13.00    , 13    
6,18,19,4051,17.8, 18    , 13.60    , 14    ,20.7,21, 13.40    , 13    
6,18,20,4052,16.9, 17    , 12.60    , 13    ,19,19, 11.70    , 12    
6,18,21,4053,16.7, 17    , 10.80    , 11    ,16.6,17, 9.70    , 10    
6,18,22,4054,16.3, 16    , 11.00    , 11    ,15.7,16, 8.50    , 9    
6,18,23,4055,15.7, 16    , 11.00    , 11    ,14,14, 7.70    , 8    
6,18,24,4056,15.4, 15    , 11.00    , 11    ,12.8,13, 5.80    , 6    
6,19,1,4057,15.3, 15    , 10.60    , 11    ,12.4,12, 5.80    , 6    
6,19,2,4058,15.2, 15    , 9.90    , 10    ,11.9,12, 5.90    , 6    
6,19,3,4059,15.1, 15    , 9.70    , 10    ,11.4,11, 5.60    , 6    
6,19,4,4060,15.3, 15    , 9.70    , 10    ,12,12, 6.10    , 6    
6,19,5,4061,15.8, 16    , 9.50    , 10    ,12.6,13, 7.60    , 8    
6,19,6,4062,16.6, 17    , 9.50    , 10    ,12.9,13, 8.80    , 9    
6,19,7,4063,17.5, 18    , 9.70    , 10    ,13.8,14, 10.00    , 10    
6,19,8,4064,18.6, 19    , 9.90    , 10    ,14.9,15, 12.30    , 12    
6,19,9,4065,19.9, 20    , 10.00    , 10    ,16.5,17, 14.50    , 15    
6,19,10,4066,21, 21    , 10.30    , 10    ,18.2,18, 15.10    , 15    
6,19,11,4067,21.9, 22    , 11.40    , 11    ,19.9,20, 14.40    , 14    
6,19,12,4068,22.8, 23    , 11.30    , 11    ,20.5,21, 15.20    , 15    
6,19,13,4069,23.5, 24    , 11.70    , 12    ,21,21, 14.40    , 14    
6,19,14,4070,23.9, 24    , 12.40    , 12    ,21.2,21, 13.30    , 13    
6,19,15,4071,24.3, 24    , 12.70    , 13    ,21.7,22, 12.30    , 12    
6,19,16,4072,24.3, 24    , 12.80    , 13    ,21.1,21, 12.10    , 12    
6,19,17,4073,24.1, 24    , 12.80    , 13    ,20.2,20, 9.80    , 10    
6,19,18,4074,23.6, 24    , 12.00    , 12    ,19.3,19, 9.80    , 10    
6,19,19,4075,23, 23    , 12.90    , 13    ,17.2,17, 10.00    , 10    
6,19,20,4076,22.3, 22    , 12.10    , 12    ,14.8,15, 10.10    , 10    
6,19,21,4077,21.5, 22    , 10.90    , 11    ,14.1,14, 9.50    , 10    
6,19,22,4078,20, 20    , 9.30    , 9    ,14.4,14, 9.00    , 9    
6,19,23,4079,18.5, 19    , 9.70    , 10    ,14.4,14, 8.00    , 8    
6,19,24,4080,16.9, 17    , 9.70    , 10    ,13.3,13, 7.40    , 7    
6,20,1,4081,15.8, 16    , 9.90    , 10    ,13.2,13, 6.70    , 7    
6,20,2,4082,14.4, 14    , 10.10    , 10    ,13.7,14, 6.70    , 7    
6,20,3,4083,13, 13    , 10.20    , 10    ,13.6,14, 4.70    , 5    
6,20,4,4084,13.5, 14    , 10.30    , 10    ,13.8,14, 5.30    , 5    
6,20,5,4085,14.5, 15    , 10.50    , 11    ,15.2,15, 7.50    , 8    
6,20,6,4086,15.9, 16    , 10.60    , 11    ,16.3,16, 9.80    , 10    
6,20,7,4087,17.1, 17    , 11.00    , 11    ,17.6,18, 11.90    , 12    
6,20,8,4088,18.2, 18    , 11.50    , 12    ,18,18, 13.10    , 13    
6,20,9,4089,19.2, 19    , 11.60    , 12    ,18.8,19, 14.50    , 15    
6,20,10,4090,21.2, 21    , 12.20    , 12    ,19.7,20, 13.50    , 14    
6,20,11,4091,23.8, 24    , 13.40    , 13    ,20.5,21, 12.70    , 13    
6,20,12,4092,24.1, 24    , 14.70    , 15    ,21.4,21, 14.40    , 14    
6,20,13,4093,23.4, 23    , 13.80    , 14    ,22.3,22, 14.80    , 15    
6,20,14,4094,23.8, 24    , 15.60    , 16    ,23,23, 15.80    , 16    
6,20,15,4095,23.5, 24    , 13.60    , 14    ,23.5,24, 16.10    , 16    
6,20,16,4096,23.3, 23    , 14.60    , 15    ,23.9,24, 15.20    , 15    
6,20,17,4097,23.5, 24    , 14.60    , 15    ,24.5,25, 15.90    , 16    
6,20,18,4098,23.3, 23    , 15.00    , 15    ,24.2,24, 13.70    , 14    
6,20,19,4099,22.6, 23    , 13.60    , 14    ,23.4,23, 14.80    , 15    
6,20,20,4100,21.6, 22    , 13.40    , 13    ,22.4,22, 13.30    , 13    
6,20,21,4101,20.4, 20    , 12.40    , 12    ,21.6,22, 11.10    , 11    
6,20,22,4102,18.3, 18    , 10.30    , 10    ,18.9,19, 9.80    , 10    
6,20,23,4103,16.2, 16    , 9.20    , 9    ,17.9,18, 10.10    , 10    
6,20,24,4104,14.1, 14    , 8.00    , 8    ,17.6,18, 10.60    , 11    
6,21,1,4105,13.9, 14    , 6.80    , 7    ,17,17, 10.70    , 11    
6,21,2,4106,13.6, 14    , 6.70    , 7    ,15.9,16, 9.90    , 10    
6,21,3,4107,13.3, 13    , 6.90    , 7    ,14.9,15, 9.20    , 9    
6,21,4,4108,13.4, 13    , 5.90    , 6    ,14.8,15, 10.20    , 10    
6,21,5,4109,13.5, 14    , 7.80    , 8    ,15.6,16, 11.10    , 11    
6,21,6,4110,14.4, 14    , 10.00    , 10    ,16.4,16, 12.20    , 12    
6,21,7,4111,15.6, 16    , 13.00    , 13    ,18.2,18, 12.60    , 13    
6,21,8,4112,17.3, 17    , 13.80    , 14    ,20,20, 12.60    , 13    
6,21,9,4113,19.1, 19    , 14.90    , 15    ,21.2,21, 13.10    , 13    
6,21,10,4114,20.2, 20    , 15.30    , 15    ,20.7,21, 13.70    , 14    
6,21,11,4115,21.2, 21    , 15.90    , 16    ,21.1,21, 14.40    , 14    
6,21,12,4116,20.8, 21    , 16.50    , 17    ,21.4,21, 14.70    , 15    
6,21,13,4117,20.8, 21    , 17.00    , 17    ,19.3,19, 15.90    , 16    
6,21,14,4118,21.5, 22    , 17.40    , 17    ,18.9,19, 17.20    , 17    
6,21,15,4119,22.7, 23    , 16.90    , 17    ,18.1,18, 16.00    , 16    
6,21,16,4120,23.3, 23    , 15.50    , 16    ,18.7,19,, 16    
6,21,17,4121,22.7, 23    , 16.20    , 16    ,18.4,18,, 15    
6,21,18,4122,22.2, 22    , 15.10    , 15    ,18.6,19,, 15    
6,21,19,4123,21.6, 22    , 14.60    , 15    ,19,19, 14.50    , 15    
6,21,20,4124,20.9, 21    , 13.30    , 13    ,19.2,19,, 13    
6,21,21,4125,20.2, 20    , 12.00    , 12    ,18.6,19,, 11    
6,21,22,4126,18.8, 19    , 11.30    , 11    ,18.2,18,, 10    
6,21,23,4127,17.5, 18    , 10.40    , 10    ,17,17,, 10    
6,21,24,4128,16.2, 16    , 9.20    , 9    ,16.1,16,, 11    
6,22,1,4129,15.1, 15    , 8.30    , 8    ,16.4,16,, 11    
6,22,2,4130,14, 14    , 8.50    , 9    ,15.9,16,, 10    
6,22,3,4131,12.9, 13    , 8.60    , 9    ,16,16,, 9    
6,22,4,4132,13, 13    , 8.60    , 9    ,15.9,16,, 10    
6,22,5,4133,13.2, 13    , 9.70    , 10    ,17.2,17,, 11    
6,22,6,4134,13.8, 14    , 10.00    , 10    ,17.3,17,, 12    
6,22,7,4135,14.8, 15    , 11.10    , 11    ,17.9,18, 12.00    , 12    
6,22,8,4136,15.6, 16    , 13.10    , 13    ,17.8,18,, 14    
6,22,9,4137,16.2, 16    , 13.90    , 14    ,17.4,17,, 16    
6,22,10,4138,16.9, 17    , 14.00    , 14    ,18.4,18, 18.30    , 18    
6,22,11,4139,18.2, 18    , 13.90    , 14    ,17.6,18, 19.20    , 19    
6,22,12,4140,19.3, 19    , 15.10    , 15    ,17.5,18, 20.30    , 20    
6,22,13,4141,20.4, 20    , 15.70    , 16    ,17.8,18, 20.50    , 21    
6,22,14,4142,21, 21    , 16.60    , 17    ,17.4,17, 20.50    , 21    
6,22,15,4143,21.5, 22    , 17.30    , 17    ,17.4,17, 20.80    , 21    
6,22,16,4144,21.8, 22    , 17.50    , 18    ,18.3,18, 21.10    , 21    
6,22,17,4145,21.6, 22    , 16.80    , 17    ,17.8,18, 20.80    , 21    
6,22,18,4146,21.4, 21    , 15.70    , 16    ,17.5,18, 20.70    , 21    
6,22,19,4147,21.2, 21    , 14.30    , 14    ,17.6,18, 19.40    , 19    
6,22,20,4148,20.6, 21    , 13.50    , 14    ,17.2,17, 18.10    , 18    
6,22,21,4149,19.8, 20    , 13.80    , 14    ,15.7,16, 14.90    , 15    
6,22,22,4150,18.7, 19    , 12.80    , 13    ,15.2,15, 14.50    , 15    
6,22,23,4151,17.6, 18    , 11.60    , 12    ,14.6,15, 13.10    , 13    
6,22,24,4152,16.5, 17    , 11.10    , 11    ,13.5,14, 11.90    , 12    
6,23,1,4153,15.8, 16    , 10.90    , 11    ,12.6,13, 10.30    , 10    
6,23,2,4154,15, 15    , 10.80    , 11    ,13.5,14, 8.90    , 9    
6,23,3,4155,14.2, 14    , 10.60    , 11    ,12.6,13, 8.00    , 8    
6,23,4,4156,14.2, 14    , 10.60    , 11    ,14.4,14, 8.60    , 9    
