Månad,Dag,Timme,Årstimme,Meteonorm Lkp Utetemp (grad C),Meteonorm Lkp Utetemp heltal (grad C),SMHI Lkp 2015 Utetemp (grad C),SMHI Lkp 2015 Utetemp heltal (grad C),SMHI Lkp 2013 Utetemp (grad C),SMHI Lkp 2013 Utetemp heltal (grad C),SMHI Lkp 2010 Utetemp (grad C),SMHI Lkp 2010 Utetemp heltal (grad C)
1,4,3,75,1.3, 1    , 0.30    , -      , 3.50    , 4    ,-4.10    ,-4    
1,4,4,76,0.9, 1    ,-0.10    , -      , 2.90    , 3    ,-4.30    ,-4    
1,4,5,77,0.4, -      ,-0.30    , -      , 2.70    , 3    ,-3.20    ,-3    
1,4,6,78,0, -      ,-0.20    , -      , 3.20    , 3    ,-3.60    ,-4    
1,4,7,79,-0.3, -      ,-0.50    ,-1    , 3.10    , 3    ,-3.90    ,-4    
1,4,8,80,-0.6,-1    , 0.10    , -      , 2.40    , 2    ,-3.90    ,-4    
1,4,9,81,-0.7,-1    ,-0.20    , -      , 2.40    , 2    ,-3.40    ,-3    
1,4,10,82,-0.2, -      , 0.10    , -      , 3.10    , 3    ,-3.20    ,-3    
1,4,11,83,0.6, 1    , 0.40    , -      , 3.40    , 3    ,-2.90    ,-3    
1,4,12,84,1, 1    , 0.80    , 1    , 3.80    , 4    ,-2.80    ,-3    
1,4,13,85,1.2, 1    , 1.00    , 1    , 4.20    , 4    ,-2.50    ,-3    
1,4,14,86,1.4, 1    , 1.00    , 1    , 4.50    , 5    ,-2.00    ,-2    
1,4,15,87,1.2, 1    , 0.50    , 1    , 4.00    , 4    ,-2.70    ,-3    
1,4,16,88,0.6, 1    ,-0.20    , -      , 3.40    , 3    ,-4.70    ,-5    
1,4,17,89,0.3, -      ,-0.90    ,-1    , 2.60    , 3    ,-7.70    ,-8    
1,4,18,90,0, -      ,-1.10    ,-1    , 2.80    , 3    ,-8.00    ,-8    
1,4,19,91,-0.4, -      ,-0.80    ,-1    , 2.20    , 2    ,-5.90    ,-6    
1,4,20,92,-0.7,-1    ,-0.80    ,-1    , 1.20    , 1    ,-5.20    ,-5    
1,4,21,93,-1,-1    ,-1.60    ,-2    , 0.40    , -      ,-4.70    ,-5    
1,4,22,94,-1.4,-1    ,-1.60    ,-2    , 0.10    , -      ,-7.90    ,-8    
1,4,23,95,-1.7,-2    ,-0.80    ,-1    ,-1.60    ,-2    ,-9.70    ,-10    
1,4,24,96,-2,-2    ,-1.00    ,-1    ,-1.50    ,-2    ,-11.10    ,-11    
1,5,1,97,-2,-2    ,-1.30    ,-1    ,-0.70    ,-1    ,-13.00    ,-13    
1,5,2,98,-2,-2    ,-1.30    ,-1    ,-0.80    ,-1    ,-13.30    ,-13    
1,5,3,99,-2,-2    ,-2.00    ,-2    ,-1.30    ,-1    ,-16.70    ,-17    
1,5,4,100,-2,-2    ,-1.60    ,-2    ,-1.60    ,-2    ,-15.60    ,-16    
1,5,5,101,-1.9,-2    ,-2.90    ,-3    ,-1.40    ,-1    ,-13.60    ,-14    
1,5,6,102,-1.8,-2    ,-2.70    ,-3    ,-1.00    ,-1    ,-14.30    ,-14    
1,5,7,103,-1.8,-2    ,-3.50    ,-4    ,-1.40    ,-1    ,-15.00    ,-15    
1,5,8,104,-1.8,-2    ,-3.60    ,-4    ,-2.90    ,-3    ,-17.30    ,-17    
1,5,9,105,-1.7,-2    ,-2.90    ,-3    ,-3.40    ,-3    ,-18.00    ,-18    
1,5,10,106,-1.3,-1    ,-2.10    ,-2    ,-2.70    ,-3    ,-19.10    ,-19    
1,5,11,107,-0.7,-1    ,-1.50    ,-2    ,-1.60    ,-2    ,-17.70    ,-18    
1,5,12,108,0.4, -      ,-0.50    ,-1    ,-0.20    , -      ,-18.50    ,-19    
1,5,13,109,1.6, 2    ,-0.20    , -      , 0.30    , -      ,-17.20    ,-17    
1,5,14,110,1.9, 2    ,-0.80    ,-1    , 0.40    , -      ,-17.60    ,-18    
1,5,15,111,1.2, 1    ,-2.50    ,-3    , -      , -      ,-19.60    ,-20    
1,5,16,112,0.7, 1    ,-4.10    ,-4    , 0.10    , -      ,-18.70    ,-19    
1,5,17,113,0.5, 1    ,-5.00    ,-5    , 0.20    , -      ,-18.90    ,-19    
1,5,18,114,0.4, -      ,-5.50    ,-6    , 0.10    , -      ,-17.60    ,-18    
1,5,19,115,0.3, -      ,-5.40    ,-5    , 0.20    , -      ,-17.20    ,-17    
1,5,20,116,0.2, -      ,-6.40    ,-6    , -      , -      ,-17.00    ,-17    
1,5,21,117,0.1, -      ,-7.40    ,-7    ,-0.10    , -      ,-16.60    ,-17    
1,5,22,118,0, -      ,-6.50    ,-7    , 0.10    , -      ,-16.40    ,-16    
1,5,23,119,-0.1, -      ,-7.60    ,-8    , 0.10    , -      ,-16.40    ,-16    
1,5,24,120,-0.2, -      ,-6.30    ,-6    , -      , -      ,-16.40    ,-16    
1,6,1,121,-0.5,-1    ,-5.70    ,-6    , 0.20    , -      ,-16.40    ,-16    
1,6,2,122,-0.9,-1    ,-4.90    ,-5    , 0.20    , -      ,-16.50    ,-17    
1,6,3,123,-1.2,-1    ,-4.40    ,-4    , 0.60    , 1    ,-16.40    ,-16    
1,6,4,124,-1.4,-1    ,-3.70    ,-4    , 0.10    , -      ,-16.50    ,-17    
1,6,5,125,-1.6,-2    ,-3.40    ,-3    , 0.10    , -      ,-16.40    ,-16    
1,6,6,126,-1.8,-2    ,-3.20    ,-3    , 0.10    , -      ,-16.40    ,-16    
1,6,7,127,-1.9,-2    ,-2.60    ,-3    , -      , -      ,-16.20    ,-16    
1,6,8,128,-2.1,-2    ,-2.50    ,-3    , -      , -      ,-15.90    ,-16    
1,6,9,129,-2.1,-2    ,-2.10    ,-2    , 0.10    , -      ,-15.60    ,-16    
1,6,10,130,-2,-2    ,-1.70    ,-2    , 0.20    , -      ,-15.50    ,-16    
1,6,11,131,-1.9,-2    ,-1.20    ,-1    , 0.30    , -      ,-15.00    ,-15    
1,6,12,132,-1.8,-2    ,-0.80    ,-1    , 0.10    , -      ,-15.00    ,-15    
1,6,13,133,-1.7,-2    ,-0.50    ,-1    ,-0.10    , -      ,-14.70    ,-15    
1,6,14,134,-1.7,-2    ,-0.20    , -      ,-0.10    , -      ,-13.80    ,-14    
1,6,15,135,-1.8,-2    , -      , -      , -      , -      ,-14.00    ,-14    
1,6,16,136,-2,-2    , 0.10    , -      , -      , -      ,-13.90    ,-14    
1,6,17,137,-2.2,-2    , 0.10    , -      ,-0.30    , -      ,-13.60    ,-14    
1,6,18,138,-2.3,-2    , 0.10    , -      ,-0.30    , -      ,-13.60    ,-14    
1,6,19,139,-2.7,-3    , 0.10    , -      ,-0.30    , -      ,-13.80    ,-14    
1,6,20,140,-2.8,-3    , -      , -      ,-0.70    ,-1    ,-13.60    ,-14    
1,6,21,141,-3.4,-3    , 0.10    , -      ,-0.90    ,-1    ,-13.30    ,-13    
1,6,22,142,-3.1,-3    , 0.30    , -      ,-0.70    ,-1    ,-12.90    ,-13    
1,6,23,143,-3.2,-3    , 0.40    , -      ,-0.90    ,-1    ,-12.90    ,-13    
1,6,24,144,-3.4,-3    , 0.60    , 1    ,-1.00    ,-1    ,-12.80    ,-13    
1,7,1,145,-3.5,-4    , 0.50    , 1    ,-1.20    ,-1    ,-12.10    ,-12    
1,7,2,146,-3.5,-4    ,-0.40    , -      ,-1.00    ,-1    ,-12.00    ,-12    
1,7,3,147,-3.6,-4    ,-0.80    ,-1    ,-0.70    ,-1    ,-11.20    ,-11    
1,7,4,148,-3.5,-4    ,-0.90    ,-1    ,-0.70    ,-1    ,-11.10    ,-11    
1,7,5,149,-3.5,-4    ,-0.90    ,-1    ,-0.90    ,-1    ,-11.00    ,-11    
1,7,6,150,-3.5,-4    ,-1.30    ,-1    ,-0.70    ,-1    ,-10.90    ,-11    
1,7,7,151,-3.5,-4    ,-1.60    ,-2    ,-0.70    ,-1    ,-10.70    ,-11    
1,7,8,152,-3.5,-4    ,-1.70    ,-2    ,-0.70    ,-1    ,-10.70    ,-11    
1,7,9,153,-3.5,-4    ,-1.60    ,-2    ,-0.70    ,-1    ,-10.00    ,-10    
1,7,10,154,-2.4,-2    ,-1.60    ,-2    ,-0.30    , -      ,-9.60    ,-10    
1,7,11,155,-1.1,-1    ,-1.40    ,-1    ,-0.10    , -      ,-9.00    ,-9    
1,7,12,156,-0.3, -      ,-1.10    ,-1    , 0.10    , -      ,-8.70    ,-9    
1,7,13,157,0.9, 1    ,-0.80    ,-1    , 0.20    , -      ,-9.70    ,-10    
1,7,14,158,1.5, 2    ,-0.40    , -      , 0.40    , -      ,-10.20    ,-10    
1,7,15,159,1.2, 1    ,-0.30    , -      , 0.40    , -      ,-11.80    ,-12    
1,7,16,160,0.2, -      ,-0.20    , -      , 0.40    , -      ,-12.60    ,-13    
1,7,17,161,0, -      , 0.10    , -      , 0.50    , 1    ,-13.10    ,-13    
1,7,18,162,-0.1, -      , 0.90    , 1    , 0.60    , 1    ,-13.30    ,-13    
1,7,19,163,-0.3, -      , 1.30    , 1    , 0.60    , 1    ,-13.60    ,-14    
1,7,20,164,-0.5,-1    , 1.80    , 2    , 0.80    , 1    ,-13.80    ,-14    
1,7,21,165,-0.7,-1    , 0.90    , 1    , 0.80    , 1    ,-13.70    ,-14    
1,7,22,166,-0.9,-1    , 1.70    , 2    , 1.00    , 1    ,-13.90    ,-14    
1,7,23,167,-1.1,-1    , 1.80    , 2    , 0.80    , 1    ,-14.00    ,-14    
1,7,24,168,-1.3,-1    , 1.40    , 1    , 0.90    , 1    ,-14.70    ,-15    
1,8,1,169,-1.7,-2    , 1.90    , 2    , 0.80    , 1    ,-15.00    ,-15    
1,8,2,170,-2,-2    , 2.10    , 2    ,0.7,1,,-14    
1,8,3,171,-2.4,-2    , 2.30    , 2    ,0.6,1,,-14    
1,8,4,172,-2.6,-3    , 2.60    , 3    ,0.6,1,-13.00    ,-13    
1,8,5,173,-2.8,-3    , 3.00    , 3    ,0.7,1,,-13    
1,8,6,174,-3,-3    , 3.20    , 3    ,0.8,1,,-12    
1,8,7,175,-3.1,-3    , 3.60    , 4    ,0.3,0,-12.00    ,-12    
1,8,8,176,-3.3,-3    , 3.90    , 4    ,0.1,0,,-12    
1,8,9,177,-3.3,-3    , 3.80    , 4    ,0.4,0,-13.20    ,-13    
1,8,10,178,-3,-3    , 4.30    , 4    ,0.5,1,-12.90    ,-13    
1,8,11,179,-2.8,-3    , 4.60    , 5    ,0.7,1,-13.00    ,-13    
1,8,12,180,-2.5,-3    , 5.00    , 5    ,1.3,1,-14.80    ,-15    
1,8,13,181,-2.4,-2    , 5.30    , 5    ,1.7,2,-14.50    ,-15    
1,8,14,182,-2.4,-2    , 5.40    , 5    ,1.6,2,-15.40    ,-15    
1,8,15,183,-2.5,-3    , 4.30    , 4    ,1.8,2,-15.60    ,-16    
1,8,16,184,-2.8,-3    , 3.50    , 4    ,1.8,2,-17.60    ,-18    
1,8,17,185,-3,-3    , 3.50    , 4    ,1.1,1,-19.20    ,-19    
1,8,18,186,-3.2,-3    , 3.70    , 4    ,0.8,1,-20.90    ,-21    
1,8,19,187,-3.5,-4    , 3.90    , 4    ,0.5,1,-21.20    ,-21    
1,8,20,188,-4,-4    , 4.30    , 4    ,0.1,0,-21.70    ,-22    
1,8,21,189,-4.1,-4    , 4.50    , 5    ,-0.1,0,-25.80    ,-26    
1,8,22,190,-4.2,-4    , 4.50    , 5    ,-0.3,0,-23.30    ,-23    
1,8,23,191,-4.5,-5    , 4.90    , 5    ,-0.3,0,-25.20    ,-25    
1,8,24,192,-4.7,-5    , 4.70    , 5    ,-0.6,-1,-26.00    ,-26    
1,9,1,193,-4.8,-5    , 4.40    , 4    ,-0.8,-1,-25.00    ,-25    
1,9,2,194,-5,-5    , 3.90    , 4    ,-0.9,-1,-26.20    ,-26    
1,9,3,195,-5.2,-5    , 3.50    , 4    ,-0.7,-1,-25.50    ,-26    
1,9,4,196,-5.3,-5    , 3.00    , 3    ,-0.4,0,-25.00    ,-25    
1,9,5,197,-5.4,-5    , 3.20    , 3    ,-0.3,0,-26.10    ,-26    
1,9,6,198,-5.4,-5    , 3.20    , 3    ,-0.2,0,-26.60    ,-27    
1,9,7,199,-5.5,-6    , 3.60    , 4    ,-0.4,0,-26.50    ,-27    
1,9,8,200,-5.6,-6    , 3.20    , 3    ,-0.5,-1,-25.50    ,-26    
1,9,9,201,-5.6,-6    , 2.10    , 2    ,-0.4,0,-24.60    ,-25    
1,9,10,202,-5.3,-5    , 2.90    , 3    ,-0.2,0,-23.50    ,-24    
1,9,11,203,-5,-5    , 2.40    , 2    ,0,0,-23.30    ,-23    
1,9,12,204,-4.7,-5    , 2.80    , 3    ,0.7,1,-20.60    ,-21    
1,9,13,205,-4.6,-5    , 2.80    , 3    ,1.1,1,-16.30    ,-16    
1,9,14,206,-4.5,-5    , 2.30    , 2    ,1.5,2,-17.20    ,-17    
1,9,15,207,-4.7,-5    , 0.70    , 1    ,1.8,2,-16.40    ,-16    
1,9,16,208,-4.9,-5    , 1.00    , 1    ,1.4,1,-19.00    ,-19    
1,9,17,209,-5,-5    ,-0.10    , -      ,1.5,2,-21.80    ,-22    
1,9,18,210,-5.1,-5    ,-1.60    ,-2    ,0.8,1,-20.10    ,-20    
1,9,19,211,-5.3,-5    ,-1.00    ,-1    ,0.6,1,-20.70    ,-21    
1,9,20,212,-5.6,-6    ,-1.20    ,-1    ,0.1,0,-21.40    ,-21    
1,9,21,213,-5.3,-5    ,-0.40    , -      ,-0.2,0,-21.90    ,-22    
1,9,22,214,-5.4,-5    ,-1.90    ,-2    ,-0.6,-1,-24.30    ,-24    
1,9,23,215,-5.4,-5    ,-2.80    ,-3    ,-0.9,-1,-21.50    ,-22    
1,9,24,216,-5.5,-6    ,-2.50    ,-3    ,-1.3,-1,-13.30    ,-13    
1,10,1,217,-5.6,-6    ,-4.10    ,-4    ,-1.7,-2,-12.50    ,-13    
1,10,2,218,-5.9,-6    ,-1.80    ,-2    ,-2.5,-3,-11.40    ,-11    
1,10,3,219,-5.5,-6    ,-1.40    ,-1    ,-3,-3,-11.30    ,-11    
1,10,4,220,-5.5,-6    ,-1.40    ,-1    ,-3.6,-4,-11.40    ,-11    
1,10,5,221,-5.4,-5    ,-1.10    ,-1    ,-4.1,-4,-11.10    ,-11    
1,10,6,222,-5.4,-5    ,-1.10    ,-1    ,-4.1,-4,-10.30    ,-10    
1,10,7,223,-5.4,-5    ,-0.90    ,-1    ,-3.7,-4,-9.20    ,-9    
1,10,8,224,-5.4,-5    ,-0.70    ,-1    ,-3.4,-3,-8.50    ,-9    
1,10,9,225,-5.3,-5    ,-0.80    ,-1    ,-3,-3,-7.90    ,-8    
1,10,10,226,-4.8,-5    ,-0.40    , -      ,-2.8,-3,-7.30    ,-7    
1,10,11,227,-4.3,-4    ,-0.50    ,-1    ,-2.5,-3,-6.70    ,-7    
1,10,12,228,-3.7,-4    ,-0.40    , -      ,-2.4,-2,-6.20    ,-6    
1,10,13,229,-3.4,-3    ,-0.20    , -      ,-2.7,-3,-6.10    ,-6    
1,10,14,230,-3.3,-3    , 0.10    , -      ,-2.7,-3,-6.10    ,-6    
1,10,15,231,-3.5,-4    , 1.60    , 2    ,-2.9,-3,-5.40    ,-5    
1,10,16,232,-3.8,-4    , 3.30    , 3    ,-2.7,-3,-5.70    ,-6    
1,10,17,233,-4,-4    , 4.40    , 4    ,-2.3,-2,-5.20    ,-5    
1,10,18,234,-4.1,-4    , 4.10    , 4    ,-2.1,-2,-5.50    ,-6    
1,10,19,235,-4.3,-4    , 4.10    , 4    ,-2.2,-2,-5.70    ,-6    
1,10,20,236,-4.4,-4    , 4.20    , 4    ,-2.2,-2,-6.00    ,-6    
1,10,21,237,-4.5,-5    , 3.50    , 4    ,-2.3,-2,-6.20    ,-6    
1,10,22,238,-4.7,-5    , 5.10    , 5    ,-2.5,-3,-6.40    ,-6    
1,10,23,239,-4.8,-5    , 4.40    , 4    ,-2.5,-3,-6.80    ,-7    
1,10,24,240,-5,-5    , 4.10    , 4    ,-2.7,-3,-6.80    ,-7    
1,11,1,241,-5.2,-5    , 1.30    , 1    ,-2.9,-3,-6.80    ,-7    
1,11,2,242,-5.4,-5    , 1.90    , 2    ,-3,-3,-6.90    ,-7    
1,11,3,243,-5.6,-6    , 0.40    , -      ,-3,-3,-6.90    ,-7    
1,11,4,244,-5.6,-6    , 0.30    , -      ,-3,-3,-6.80    ,-7    
1,11,5,245,-5.7,-6    ,-0.10    , -      ,-2.8,-3,-7.10    ,-7    
1,11,6,246,-5.7,-6    ,-0.20    , -      ,-3,-3,-7.10    ,-7    
1,11,7,247,-5.7,-6    ,-0.70    ,-1    ,-3.2,-3,-7.50    ,-8    
1,11,8,248,-5.8,-6    ,-1.50    ,-2    ,-3.1,-3,-7.90    ,-8    
1,11,9,249,-5.7,-6    ,-2.10    ,-2    ,-3.1,-3,-8.70    ,-9    
1,11,10,250,-4.2,-4    ,-2.40    ,-2    ,-3.3,-3,-9.30    ,-9    
1,11,11,251,-2.6,-3    ,-2.40    ,-2    ,-3.5,-4,-10.00    ,-10    
1,11,12,252,-0.8,-1    ,-2.60    ,-3    ,-3.4,-3,-10.60    ,-11    
1,11,13,253,0.3, -      ,-3.00    ,-3    ,-3.8,-4,-11.00    ,-11    
1,11,14,254,0.6, 1    ,-3.20    ,-3    ,-4.4,-4,-10.90    ,-11    
1,11,15,255,-0.1, -      ,-3.30    ,-3    ,-4,-4,-11.60    ,-12    
1,11,16,256,-1.2,-1    ,-3.50    ,-4    ,-4,-4,-14.60    ,-15    
1,11,17,257,-1.7,-2    ,-3.80    ,-4    ,-4,-4,-16.10    ,-16    
1,11,18,258,-2.3,-2    ,-4.10    ,-4    ,-3.9,-4,-15.10    ,-15    
1,11,19,259,-2.8,-3    ,-5.40    ,-5    ,-3.9,-4,-17.30    ,-17    
1,11,20,260,-3.3,-3    ,-5.10    ,-5    ,-4,-4,-17.90    ,-18    
1,11,21,261,-3.8,-4    ,-6.80    ,-7    ,-4,-4,-18.60    ,-19    
1,11,22,262,-4.4,-4    ,-6.50    ,-7    ,-4,-4,-19.10    ,-19    
1,11,23,263,-4.9,-5    ,-7.00    ,-7    ,-4.1,-4,-19.00    ,-19    
1,11,24,264,-5.4,-5    ,-7.60    ,-8    ,-4.1,-4,-19.50    ,-20    
1,12,1,265,-7.1,-7    ,-5.80    ,-6    ,-4.1,-4,-18.90    ,-19    
1,12,2,266,-9.1,-9    ,-5.70    ,-6    ,-4.1,-4,-19.30    ,-19    
1,12,3,267,-11.1,-11    ,-5.40    ,-5    ,-4.2,-4,-18.40    ,-18    
1,12,4,268,-12.2,-12    ,-4.80    ,-5    ,-4.4,-4,-18.00    ,-18    
1,12,5,269,-13.4,-13    ,-4.40    ,-4    ,-4.6,-5,-17.00    ,-17    
1,12,6,270,-14.5,-15    ,-4.00    ,-4    ,-4.8,-5,-16.20    ,-16    
1,12,7,271,-15.3,-15    ,-3.50    ,-4    ,-4.9,-5,-15.30    ,-15    
1,12,8,272,-16.2,-16    ,-3.10    ,-3    ,-4.8,-5,-14.80    ,-15    
1,12,9,273,-16.4,-16    ,-2.20    ,-2    ,-5.1,-5,-15.20    ,-15    
1,12,10,274,-16.7,-17    ,-1.40    ,-1    ,-5.1,-5,-14.90    ,-15    
1,12,11,275,-16.9,-17    , 0.40    , -      ,-5.1,-5,-14.10    ,-14    
1,12,12,276,-17.1,-17    , 1.40    , 1    ,-4.9,-5,-13.60    ,-14    
1,12,13,277,-17.3,-17    , 2.50    , 3    ,-5,-5,-12.70    ,-13    
1,12,14,278,-17.5,-18    , 2.60    , 3    ,-4.8,-5,-11.90    ,-12    
1,12,15,279,-17.8,-18    , 3.30    , 3    ,-4.9,-5,-11.60    ,-12    
1,12,16,280,-18.1,-18    , 3.70    , 4    ,-5,-5,-11.70    ,-12    
1,12,17,281,-18.2,-18    , 3.80    , 4    ,-5.1,-5,-11.70    ,-12    
1,12,18,282,-18.3,-18    , 4.10    , 4    ,-5.3,-5,-11.80    ,-12    
1,12,19,283,-18.4,-18    , 5.00    , 5    ,-5.3,-5,-11.80    ,-12    
1,12,20,284,-18.5,-19    , 5.60    , 6    ,-5.4,-5,-11.90    ,-12    
1,12,21,285,-18.6,-19    , 4.90    , 5    ,-5.4,-5,-11.70    ,-12    
1,12,22,286,-18.7,-19    , 4.80    , 5    ,-5.6,-6,-11.60    ,-12    
1,12,23,287,-18.8,-19    , 4.50    , 5    ,-5.7,-6,-11.60    ,-12    
1,12,24,288,-18.9,-19    , 4.30    , 4    ,-5.8,-6,-11.50    ,-12    
1,13,1,289,-18.1,-18    , 4.20    , 4    ,-5.8,-6,-11.20    ,-11    
1,13,2,290,-17.2,-17    , 4.10    , 4    ,-6,-6,-11.10    ,-11    
1,13,3,291,-16.3,-16    , 3.80    , 4    ,-6.1,-6,-11.20    ,-11    
1,13,4,292,-15.7,-16    , 3.70    , 4    ,-6.1,-6,-11.20    ,-11    
1,13,5,293,-15.2,-15    , 3.80    , 4    ,-6.1,-6,-11.10    ,-11    
1,13,6,294,-14.7,-15    , 3.80    , 4    ,-6.1,-6,-10.80    ,-11    
1,13,7,295,-14.2,-14    , 3.20    , 3    ,-6.2,-6,-11.00    ,-11    
1,13,8,296,-13.8,-14    , 2.50    , 3    ,-6.2,-6,-10.90    ,-11    
1,13,9,297,-13.7,-14    , 2.00    , 2    ,-6.1,-6,-11.50    ,-12    
1,13,10,298,-11.6,-12    , 2.20    , 2    ,-6,-6,-11.20    ,-11    
1,13,11,299,-9.2,-9    , 2.10    , 2    ,-5.9,-6,-11.50    ,-12    
1,13,12,300,-7.4,-7    , 2.60    , 3    ,-5.6,-6,-9.90    ,-10    
1,13,13,301,-5.6,-6    , 2.90    , 3    ,-5.6,-6,-10.10    ,-10    
1,13,14,302,-5,-5    , 2.80    , 3    ,-5.3,-5,,-10    
1,13,15,303,-5.3,-5    , 2.80    , 3    ,-5.3,-5,-9.50    ,-10    
1,13,16,304,-6.8,-7    , 2.60    , 3    ,-5.4,-5,-9.80    ,-10    
1,13,17,305,-6.7,-7    , 2.50    , 3    ,-5.4,-5,-10.30    ,-10    
1,13,18,306,-6.6,-7    , 2.50    , 3    ,-5.5,-6,-10.20    ,-10    
1,13,19,307,-6.5,-7    , 2.50    , 3    ,-5.5,-6,-11.10    ,-11    
1,13,20,308,-6.5,-7    , 3.00    , 3    ,-5.5,-6,-10.40    ,-10    
1,13,21,309,-6.4,-6    , 2.20    , 2    ,-5.2,-5,-9.80    ,-10    
1,13,22,310,-6.3,-6    , 1.90    , 2    ,-5.2,-5,-9.40    ,-9    
1,13,23,311,-6.2,-6    , 1.50    , 2    ,-4.6,-5,-9.60    ,-10    
1,13,24,312,-6.2,-6    , 1.20    , 1    ,-4.5,-5,-10.00    ,-10    
1,14,1,313,-6.7,-7    , 0.50    , 1    ,-4.8,-5,-10.70    ,-11    
1,14,2,314,-7.3,-7    , 0.40    , -      ,-5,-5,-9.30    ,-9    
1,14,3,315,-7.9,-8    , 1.10    , 1    ,-5.1,-5,-8.70    ,-9    
1,14,4,316,-8.2,-8    , 1.00    , 1    ,-5.1,-5,-8.40    ,-8    
1,14,5,317,-8.5,-9    , 1.60    , 2    ,-5.1,-5,-8.00    ,-8    
1,14,6,318,-8.9,-9    , 0.70    , 1    ,-4.9,-5,-8.00    ,-8    
1,14,7,319,-9.1,-9    , 1.00    , 1    ,-5.9,-6,-7.40    ,-7    
1,14,8,320,-9.3,-9    ,-0.10    , -      ,-8.6,-9,-6.60    ,-7    
1,14,9,321,-9.4,-9    , 0.90    , 1    ,-8.1,-8,-6.00    ,-6    
1,14,10,322,-9,-9    , 1.00    , 1    ,-6.2,-6,-6.40    ,-6    
1,14,11,323,-8.6,-9    , 1.60    , 2    ,-5.3,-5,-5.90    ,-6    
1,14,12,324,-8.3,-8    , 1.80    , 2    ,-4.9,-5,-4.60    ,-5    
1,14,13,325,-8.1,-8    , 1.70    , 2    ,-4.6,-5,-4.60    ,-5    
1,14,14,326,-8.2,-8    , 1.60    , 2    ,-4.2,-4,-4.40    ,-4    
1,14,15,327,-8.3,-8    , 1.50    , 2    ,-4.3,-4,-4.80    ,-5    
1,14,16,328,-8.6,-9    , 0.90    , 1    ,-4.5,-5,-4.10    ,-4    
1,14,17,329,-9,-9    , 1.10    , 1    ,-4.4,-4,-3.70    ,-4    
1,14,18,330,-9.4,-9    , 0.40    , -      ,-4.2,-4,-3.50    ,-4    
1,14,19,331,-9.8,-10    , 0.70    , 1    ,-4.4,-4,-3.30    ,-3    
1,14,20,332,-10.1,-10    , 1.10    , 1    ,-4.8,-5,-3.10    ,-3    
1,14,21,333,-10.6,-11    , 1.80    , 2    ,-5,-5,-3.00    ,-3    
1,14,22,334,-10.9,-11    , 1.70    , 2    ,-4.8,-5,-2.80    ,-3    
1,14,23,335,-11.2,-11    , 1.60    , 2    ,-5.1,-5,-2.60    ,-3    
1,14,24,336,-11.6,-12    , 1.20    , 1    ,-4.7,-5,-2.50    ,-3    
1,15,1,337,-12.1,-12    , 1.10    , 1    ,-4.1,-4,-2.50    ,-3    
1,15,2,338,-12.8,-13    , 0.90    , 1    ,-3.7,-4,-2.40    ,-2    
1,15,3,339,-13.5,-14    , 0.80    , 1    ,-3.6,-4,-2.40    ,-2    
1,15,4,340,-13.8,-14    , 0.30    , -      ,-3.7,-4,-2.40    ,-2    
1,15,5,341,-14.2,-14    , 0.20    , -      ,-3.8,-4,-2.40    ,-2    
1,15,6,342,-14.6,-15    , 0.20    , -      ,-3.8,-4,-2.30    ,-2    
1,15,7,343,-14.9,-15    ,-0.10    , -      ,-4,-4,-2.40    ,-2    
1,15,8,344,-15.2,-15    ,-0.40    , -      ,-4.1,-4,-2.30    ,-2    
1,15,9,345,-15.3,-15    ,-0.10    , -      ,-4,-4,-2.50    ,-3    
1,15,10,346,-14.9,-15    , 0.40    , -      ,-3.8,-4,-2.60    ,-3    
1,15,11,347,-14.4,-14    , 1.30    , 1    ,-3.6,-4,-2.80    ,-3    
1,15,12,348,-14.1,-14    , 1.50    , 2    ,-3.5,-4,-2.60    ,-3    
1,15,13,349,-13.9,-14    , 1.80    , 2    ,-3.4,-3,-2.60    ,-3    
1,15,14,350,-13.9,-14    , 1.90    , 2    ,-3.7,-4,-2.80    ,-3    
1,15,15,351,-14.2,-14    , 2.10    , 2    ,-3.9,-4,-2.70    ,-3    
1,15,16,352,-14.8,-15    , 2.40    , 2    ,-4.1,-4,-2.80    ,-3    
1,15,17,353,-14.4,-14    , 2.60    , 3    ,-4.4,-4,-2.70    ,-3    
1,15,18,354,-14,-14    , 2.30    , 2    ,-4.7,-5,-2.90    ,-3    
1,15,19,355,-13.7,-14    , 1.80    , 2    ,-4.8,-5,-2.80    ,-3    
1,15,20,356,-13.3,-13    , 1.70    , 2    ,-4.9,-5,-2.50    ,-3    
1,15,21,357,-12.9,-13    , 1.70    , 2    ,-5,-5,-2.40    ,-2    
1,15,22,358,-12.5,-13    , 2.00    , 2    ,-5.4,-5,-2.10    ,-2    
1,15,23,359,-12.1,-12    , 2.40    , 2    ,-5.9,-6,-2.30    ,-2    
1,15,24,360,-11.7,-12    , 2.40    , 2    ,-6.1,-6,-2.20    ,-2    
1,16,1,361,-11.3,-11    , 2.50    , 3    ,-6.5,-7,-2.10    ,-2    
1,16,2,362,-10.8,-11    , 2.40    , 2    ,-6.4,-6,-2.20    ,-2    
1,16,3,363,-10.3,-10    , 2.40    , 2    ,-6.4,-6,-2.20    ,-2    
1,16,4,364,-10,-10    , 3.60    , 4    ,-6.3,-6,-2.20    ,-2    
1,16,5,365,-9.7,-10    , 3.50    , 4    ,-6.2,-6,-2.30    ,-2    
